Country Code,Country Name,Survey Year,Survey Name,Indicator,By Variable,Characteristic Category,Characteristic Label,Value,CI High,CI Low,CI High,CI Low,CI High,CI Low,CI High,CI Low,CI High,CI Low
ST,Sao Tome and Principe,2008,2008-09 DHS,Married men who worked for cash and in-kind payment,,Total,Total,18.5,,,,,,,,,,
ST,Sao Tome and Principe,2008,2008-09 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,20,,,,,,,,,,
ST,Sao Tome and Principe,2008,2008-09 DHS,Married men who worked for in-kind payment only,,Total,Total,2.3,,,,,,,,,,
ST,Sao Tome and Principe,2008,2008-09 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,2,,,,,,,,,,
ST,Sao Tome and Principe,2008,2008-09 DHS,Married men who worked unpaid,,Total,Total,2.2,,,,,,,,,,
ST,Sao Tome and Principe,2008,2008-09 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,2.6,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,70.1,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7.3,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,4.8,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,17.7,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married men who worked for cash only,,Total,Total,77.8,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,78.5,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married men who worked for cash and in-kind payment,,Total,Total,13.8,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,12.9,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married men who worked for in-kind payment only,,Total,Total,2.1,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,2,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married men who worked unpaid,,Total,Total,6.1,,,,,,,,,,
SN,Senegal,2005,2005 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,6.1,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,78.9,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,6.5,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,2.6,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,12,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married men who worked for cash only,,Total,Total,75.7,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,76.7,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married men who worked for cash and in-kind payment,,Total,Total,12.6,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,12.7,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married men who worked for in-kind payment only,,Total,Total,0.7,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.6,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married men who worked unpaid,,Total,Total,11.1,,,,,,,,,,
SN,Senegal,2010,2010-11 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,10,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,68.2,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,6.7,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.5,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,23.7,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
SN,Senegal,2012,2012-13 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,67.7,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,15.1,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.5,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,15.7,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married men who worked for cash only,,Total,Total,80.7,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,80.7,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total,Total,7.7,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7.1,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married men who worked for in-kind payment only,,Total,Total,0.3,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.2,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married men who worked unpaid,,Total,Total,11.3,,,,,,,,,,
SN,Senegal,2014,2014 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,12,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,67,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,10.8,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.4,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,20.8,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married men who worked for cash only,,Total,Total,62.8,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,64.4,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married men who worked for cash and in-kind payment,,Total,Total,8.1,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,6.8,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married men who worked for in-kind payment only,,Total,Total,0.4,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.5,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married men who worked unpaid,,Total,Total,28.6,,,,,,,,,,
SN,Senegal,2015,2015 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,28.3,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,67.8,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,10.4,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,0.6,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,21.3,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married men who worked for cash only,,Total,Total,83.9,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,85,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married men who worked for cash and in-kind payment,,Total,Total,9.9,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,8.1,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married men who worked for in-kind payment only,,Total,Total,0.3,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.3,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married men who worked unpaid,,Total,Total,5.9,,,,,,,,,,
SN,Senegal,2016,2016 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,6.7,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,68.1,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,11.1,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,4.2,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,16.6,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married men who worked for cash only,,Total,Total,74.4,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,74.3,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married men who worked for cash and in-kind payment,,Total,Total,11.8,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,11.6,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married men who worked for in-kind payment only,,Total,Total,1.2,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,1.2,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married men who worked unpaid,,Total,Total,12.6,,,,,,,,,,
SN,Senegal,2017,2017 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,12.9,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,17,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,5.5,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,4.8,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,72.1,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married men who worked for cash only,,Total,Total,25.9,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,26,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married men who worked for cash and in-kind payment,,Total,Total,10,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,9.6,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married men who worked for in-kind payment only,,Total,Total,0.9,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,1.1,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married men who worked unpaid,,Total,Total,62.9,,,,,,,,,,
SL,Sierra Leone,2008,2008 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,63.1,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,29.3,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,12,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,4.1,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,54,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married men who worked for cash only,,Total,Total,44.4,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,44.8,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married men who worked for cash and in-kind payment,,Total,Total,18.1,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,18.5,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married men who worked for in-kind payment only,,Total,Total,1.1,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.9,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married men who worked unpaid,,Total,Total,36.3,,,,,,,,,,
SL,Sierra Leone,2013,2013 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,35.8,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,94.7,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,2.7,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,0.2,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,2.4,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married men who worked for cash only,,Total,Total,97.6,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,97.8,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married men who worked for cash and in-kind payment,,Total,Total,1.9,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,1.9,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married men who worked for in-kind payment only,,Total,Total,0.1,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.1,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married men who worked unpaid,,Total,Total,0.4,,,,,,,,,,
ZA,South Africa,2016,2016 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,0.2,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,51.6,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,20.8,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,8.4,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,18.9,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2012,2012 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,73.8,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,10.1,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,3,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,13.1,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married men who worked for cash only,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married men who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married men who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married men who worked unpaid,,Total,Total,,,,,,,,,,,
TJ,Tajikistan,2017,2017 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,20,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,7.1,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,7.6,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,65.4,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married men who worked for cash only,,Total,Total,34.7,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,34.7,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married men who worked for cash and in-kind payment,,Total,Total,33.3,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,33.3,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married men who worked for in-kind payment only,,Total,Total,3.8,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,3.8,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married men who worked unpaid,,Total,Total,28.2,,,,,,,,,,
TZ,Tanzania,2004,2004-05 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,28.2,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,30,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,14.6,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.9,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,53.3,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married men who worked for cash only,,Total,Total,55.6,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,55.6,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married men who worked for cash and in-kind payment,,Total,Total,15.9,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,15.9,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married men who worked for in-kind payment only,,Total,Total,0.4,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married men who worked for in-kind payment only,,Total 15-49,Total 15-49,0.4,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married men who worked unpaid,,Total,Total,28.1,,,,,,,,,,
TZ,Tanzania,2010,2010 DHS,Married men who worked unpaid,,Total 15-49,Total 15-49,28.1,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married women who worked for cash only,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married women who worked for cash only,,Total 15-49,Total 15-49,48,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married women who worked for cash and in-kind payment,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married women who worked for cash and in-kind payment,,Total 15-49,Total 15-49,8.3,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married women who worked for in-kind payment only,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married women who worked for in-kind payment only,,Total 15-49,Total 15-49,1.2,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married women who worked unpaid,,Total,Total,,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married women who worked unpaid,,Total 15-49,Total 15-49,42.4,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married men who worked for cash only,,Total,Total,76.3,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married men who worked for cash only,,Total 15-49,Total 15-49,76.3,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married men who worked for cash and in-kind payment,,Total,Total,12.8,,,,,,,,,,
TZ,Tanzania,2015,2015-16 DHS,Married men who worked for cash and in-kind payment,,Total 15-49,Total 15-49,12.8,,,,,,,,,,
